Date,Category,Amount,Description
2023-01-11,Dining Out,39.98,Bill at Zara
2023-01-11,Education,535.88,Membership at SSE Airtricity
2023-01-11,Taxes,819.73,Hardware at Aldi
2023-01-11,Shopping,186.1,Shoes at IKEA
2023-01-11,Fitness,133.17,Shoes at Aldi
2023-01-11,Fitness,63.83,Clothes at Dublin Bus
2023-01-11,Utilities,175.39,Pharmacy at Irish Rail
2023-01-11,Subscriptions,9.85,Renewal at SSE Airtricity
2023-01-11,Miscellaneous,152.89,Transfer at SSE Airtricity
2023-01-11,Shopping,136.31,Groceries at Netflix
2023-01-11,Taxes,845.24,Gadgets at SSE Airtricity
2023-01-11,Fitness,34.51,Groceries at Starbucks
2023-01-11,Travel,189.97,Subscription at Dublin Bus
2023-01-11,Subscriptions,19.83,Groceries at Circle K
2023-01-11,Utilities,73.29,Gadgets at IKEA
2023-01-11,Subscriptions,16.72,Coffee at Boots
2023-01-12,Taxes,340.81,Purchase at Irish Rail
2023-01-12,Fitness,59.65,Taxi at SuperValu
2023-01-12,Dining Out,51.32,Subscription at Dublin Bus
2023-01-12,Travel,812.55,Hardware at Subway
2023-01-12,Travel,450.16,Top-up at Domino's
2023-01-12,Gifts,119.62,Gadgets at Aldi
2023-01-12,Shopping,459.58,Dinner at Subway
2023-01-12,Gifts,143.09,Ticket at Three
2023-01-12,Miscellaneous,58.09,Bill at Circle K
2023-01-12,Food,17.29,Order at Bolt
2023-01-12,Travel,454.68,Lunch at SSE Airtricity
2023-01-12,Subscriptions,9.0,Ticket at Zara
2023-01-12,Dining Out,20.57,Workshop at Irish Water
2023-01-12,Food,13.02,Booking at Electric Ireland
2023-01-12,Dining Out,30.7,Payment at Steam
2023-01-12,Insurance,287.3,Gadgets at Aer Lingus
2023-01-12,Taxes,1749.13,Shoes at Eir
2023-01-12,Dining Out,38.85,Workshop at Airbnb
2023-01-12,Fitness,116.22,Lunch at Airbnb
2023-01-12,Rent,1390.37,Payment at Uber
2023-01-12,Education,167.38,Fuel at KFC
2023-01-12,Groceries,51.13,Payment at Google
2023-01-12,Taxes,1124.42,Bill at Bolt
2023-01-12,Travel,963.6,Workshop at Subway
2023-01-12,Taxes,444.05,Subscription at Gym+Coffee
2023-01-12,Insurance,317.06,Dinner at IKEA
2023-01-12,Subscriptions,27.86,Dinner at McDonald's
2023-01-12,Fitness,98.88,Pharmacy at Decathlon
2023-01-12,Insurance,221.57,Booking at Aer Lingus
2023-01-12,Shopping,167.02,Top-up at Steam
2023-01-12,Miscellaneous,5.92,Shoes at Decathlon
2023-01-12,Education,481.96,Payment at SuperValu
2023-01-12,Rent,1783.03,Top-up at Apple
2023-01-12,Groceries,31.0,Payment at Eir
2023-01-12,Fitness,22.04,Course Fee at Just Eat
2023-01-12,Utilities,116.22,Pharmacy at Airbnb
2023-01-12,Insurance,61.04,Dinner at Just Eat
2023-01-12,Education,91.11,Taxi at Irish Rail
2023-01-12,Food,10.6,Payment at Steam
2023-01-12,Gifts,231.69,Workshop at SuperValu
2023-01-12,Gifts,125.71,Workshop at Ryanair
2023-01-12,Rent,1055.72,Snacks at Vodafone
2023-01-12,Subscriptions,14.18,Taxi at Google
2023-01-12,Dining Out,26.43,Snacks at Starbucks
2023-01-12,Shopping,378.6,Booking at Three
2023-01-12,Utilities,199.01,Snacks at H&M
2023-01-12,Gifts,40.35,Purchase at Aer Lingus
2023-01-12,Food,7.92,Snacks at Specsavers
2023-01-12,Utilities,154.79,Bill at Starbucks
2023-01-13,Groceries,45.98,Booking at Airbnb
2023-01-13,Insurance,189.47,Coffee at Just Eat
2023-01-13,Subscriptions,7.79,Order at Ryanair
2023-01-13,Utilities,165.81,Snacks at Apple
2023-01-13,Miscellaneous,158.4,Transfer at Aldi
2023-01-13,Gifts,7.74,Coffee at Amazon
2023-01-13,Food,32.2,Course Fee at Amazon
2023-01-13,Education,259.15,Fuel at Ryanair
2023-01-13,Miscellaneous,186.75,Fuel at SSE Airtricity
2023-01-13,Food,28.57,Payment at Irish Rail
2023-01-13,Groceries,57.36,Membership at Ryanair
2023-01-13,Taxes,1835.14,Shoes at McDonald's
2023-01-13,Subscriptions,12.98,Purchase at Steam
2023-01-13,Education,134.37,Purchase at SuperValu
2023-01-13,Groceries,36.78,Snacks at Amazon
2023-01-13,Utilities,163.84,Purchase at Amazon
2023-01-13,Travel,763.62,Order at Irish Rail
2023-01-13,Fitness,144.73,Fuel at Vodafone
2023-01-13,Transport,33.46,Transfer at Aldi
2023-01-13,Dining Out,22.19,Pharmacy at Apple
2023-01-13,Rent,623.5,Clothes at Spotify
2023-01-13,Travel,552.59,Snacks at Vodafone
2023-01-13,Miscellaneous,23.77,Hardware at Apple
2023-01-13,Gifts,49.09,Shoes at Irish Water
2023-01-13,Utilities,96.26,Booking at H&M
2023-01-13,Dining Out,64.95,Coffee at SuperValu
2023-01-13,Entertainment,26.97,Membership at Spotify
2023-01-13,Subscriptions,6.61,Payment at H&M
2023-01-13,Travel,558.18,Lunch at Eir
2023-01-13,Gifts,21.7,Bill at Dublin Bus
2023-01-13,Dining Out,28.32,Subscription at Just Eat
2023-01-13,Food,22.63,Ticket at Shell
2023-01-13,Travel,527.74,Groceries at Spotify
2023-01-13,Miscellaneous,86.22,Order at Aer Lingus
2023-01-13,Taxes,507.58,Ticket at SuperValu
2023-01-13,Groceries,61.38,Lunch at Irish Rail
2023-01-13,Subscriptions,11.28,Order at Steam
2023-01-13,Entertainment,29.24,Transfer at Netflix
2023-01-13,Miscellaneous,165.71,Coffee at Apple
2023-01-13,Groceries,47.25,Lunch at Eir
2023-01-13,Fitness,24.96,Ticket at SuperValu
2023-01-13,Shopping,441.4,Bill at IKEA
2023-01-13,Entertainment,70.2,Shoes at Electric Ireland
2023-01-13,Transport,13.45,Course Fee at Lidl
2023-01-13,Entertainment,72.59,Membership at Google
2023-01-13,Utilities,238.37,Order at Zara
2023-01-13,Miscellaneous,28.28,Shoes at Airbnb
2023-01-13,Travel,213.54,Hardware at Shell
2023-01-14,Dining Out,28.37,Payment at Gym+Coffee
2023-01-14,Subscriptions,4.84,Hardware at Netflix
2023-01-14,Utilities,54.84,Order at Bolt
2023-01-14,Gifts,205.14,Subscription at Uber
2023-01-14,Groceries,86.12,Ticket at Circle K
2023-01-14,Healthcare,204.08,Dinner at Irish Water
2023-01-14,Entertainment,55.82,Order at SuperValu
2023-01-14,Gifts,61.89,Dinner at Aldi
2023-01-14,Groceries,83.83,Workshop at Shell
2023-01-14,Taxes,780.48,Workshop at Electric Ireland
2023-01-14,Insurance,238.11,Transfer at Uber
2023-01-14,Transport,11.05,Transfer at Steam
2023-01-14,Travel,926.91,Gadgets at Ryanair
2023-01-14,Travel,390.51,Renewal at Tesco
2023-01-14,Subscriptions,10.53,Fuel at Airbnb
2023-01-14,Transport,10.04,Clothes at Zara
2023-01-14,Shopping,460.93,Booking at Vodafone
2023-01-14,Miscellaneous,91.53,Lunch at Specsavers
2023-01-14,Fitness,13.02,Shoes at Circle K
2023-01-14,Travel,531.72,Ticket at Vodafone
2023-01-14,Education,163.02,Groceries at Subway
2023-01-14,Entertainment,84.57,Coffee at IKEA
2023-01-14,Miscellaneous,72.84,Transfer at Uber
2023-01-14,Travel,114.84,Dinner at Steam
2023-01-14,Healthcare,378.61,Dinner at Electric Ireland
2023-01-14,Entertainment,18.17,Snacks at Three
2023-01-14,Gifts,135.77,Pharmacy at Subway
2023-01-14,Miscellaneous,176.93,Fuel at Decathlon
2023-01-14,Utilities,95.33,Course Fee at Vodafone
2023-01-14,Dining Out,20.75,Ticket at Domino's
2023-01-14,Taxes,449.34,Purchase at Three
2023-01-14,Miscellaneous,52.09,Ticket at Dublin Bus
2023-01-14,Gifts,236.35,Booking at Electric Ireland
2023-01-15,Dining Out,43.46,Pharmacy at Just Eat
2023-01-15,Fitness,88.37,Dinner at Zara
2023-01-15,Food,28.06,Clothes at Subway
2023-01-15,Subscriptions,20.44,Groceries at Aer Lingus
2023-01-15,Education,144.83,Workshop at KFC
2023-01-15,Travel,600.39,Workshop at Vodafone
2023-01-15,Utilities,95.78,Order at Domino's
2023-01-15,Travel,227.69,Gadgets at SuperValu
2023-01-15,Subscriptions,46.71,Workshop at Zara
2023-01-15,Miscellaneous,135.69,Gadgets at Subway
2023-01-15,Dining Out,23.64,Renewal at Apple
2023-01-15,Subscriptions,8.32,Hardware at McDonald's
2023-01-15,Fitness,83.93,Ticket at Apple
2023-01-15,Insurance,186.81,Coffee at Ryanair
2023-01-15,Taxes,768.26,Order at Gym+Coffee
2023-01-15,Shopping,79.82,Snacks at Vodafone
2023-01-15,Taxes,715.13,Snacks at Uber
2023-01-15,Insurance,302.12,Top-up at Steam
2023-01-15,Travel,1161.04,Clothes at Amazon
2023-01-15,Groceries,64.85,Membership at McDonald's
2023-01-15,Groceries,51.72,Hardware at Bolt
2023-01-15,Taxes,118.17,Booking at SSE Airtricity
2023-01-15,Shopping,465.04,Dinner at IKEA
2023-01-15,Fitness,15.36,Shoes at Three
2023-01-15,Entertainment,21.38,Pharmacy at McDonald's
2023-01-15,Taxes,1515.9,Payment at Boots
2023-01-15,Healthcare,292.73,Membership at Electric Ireland
2023-01-15,Gifts,65.59,Hardware at Decathlon
2023-01-15,Insurance,58.51,Course Fee at Aer Lingus
2023-01-15,Fitness,47.72,Dinner at SSE Airtricity
2023-01-15,Food,11.04,Groceries at Netflix
2023-01-15,Food,41.88,Booking at Dublin Bus
2023-01-15,Education,394.24,Hardware at Aer Lingus
2023-01-15,Taxes,984.02,Transfer at Tesco
2023-01-15,Fitness,137.32,Taxi at Boots
2023-01-15,Dining Out,35.17,Workshop at H&M
2023-01-15,Shopping,296.16,Dinner at SuperValu
2023-01-15,Travel,960.66,Taxi at H&M
2023-01-15,Groceries,62.07,Bill at Zara
2023-01-15,Rent,963.02,Snacks at Eir
2023-01-15,Dining Out,33.01,Ticket at Netflix
2023-01-15,Fitness,43.49,Snacks at SuperValu
2023-01-15,Travel,862.43,Shoes at Bolt
2023-01-15,Utilities,170.97,Shoes at Zara
2023-01-15,Healthcare,172.72,Purchase at IKEA
2023-01-15,Transport,11.21,Taxi at Amazon
2023-01-15,Food,24.24,Subscription at Three
2023-01-15,Groceries,84.06,Ticket at Shell
2023-01-15,Miscellaneous,16.8,Groceries at Aldi
2023-01-15,Insurance,344.53,Coffee at Irish Water
2023-01-15,Rent,1832.0,Booking at Steam
2023-01-15,Food,32.6,Fuel at Irish Rail
2023-01-15,Utilities,103.17,Groceries at Three
2023-01-15,Rent,1823.57,Course Fee at Google
2023-01-15,Dining Out,43.48,Coffee at Subway
2023-01-15,Rent,1625.23,Gadgets at Domino's
2023-01-16,Utilities,146.89,Shoes at Spotify
2023-01-16,Food,10.52,Renewal at Starbucks
2023-01-16,Rent,1747.89,Dinner at Spotify
2023-01-16,Insurance,348.69,Gadgets at Shell
2023-01-16,Taxes,1174.42,Coffee at Specsavers
2023-01-16,Shopping,12.72,Fuel at Irish Rail
2023-01-16,Groceries,52.42,Fuel at Eir
2023-01-16,Utilities,239.45,Dinner at Boots
2023-01-16,Miscellaneous,92.22,Top-up at Ryanair
2023-01-16,Food,11.36,Workshop at Just Eat
2023-01-16,Groceries,117.11,Top-up at IKEA
2023-01-16,Miscellaneous,33.67,Hardware at Uber
2023-01-16,Travel,417.0,Payment at IKEA
2023-01-16,Entertainment,71.52,Workshop at Gym+Coffee
2023-01-16,Travel,931.94,Membership at Dublin Bus
2023-01-16,Taxes,760.09,Subscription at Lidl
2023-01-16,Food,20.3,Groceries at Steam
2023-01-16,Healthcare,133.47,Subscription at Irish Water
2023-01-16,Gifts,171.69,Fuel at Eir
2023-01-16,Miscellaneous,156.0,Course Fee at Specsavers
2023-01-16,Rent,1682.06,Fuel at Decathlon
2023-01-16,Utilities,49.67,Snacks at Aldi
2023-01-16,Dining Out,35.18,Payment at SuperValu
2023-01-16,Entertainment,28.04,Course Fee at Irish Water
2023-01-16,Miscellaneous,128.1,Pharmacy at Ryanair
2023-01-16,Education,157.63,Pharmacy at H&M
2023-01-16,Insurance,396.62,Workshop at Subway
2023-01-16,Travel,563.78,Fuel at Boots
2023-01-16,Dining Out,21.78,Payment at Lidl
2023-01-16,Groceries,43.76,Order at KFC
2023-01-16,Transport,16.51,Lunch at Specsavers
2023-01-16,Entertainment,39.19,Payment at Lidl
2023-01-16,Groceries,34.28,Clothes at Irish Rail
2023-01-16,Healthcare,282.06,Snacks at Aer Lingus
2023-01-16,Utilities,134.65,Clothes at Ryanair
2023-01-16,Transport,20.42,Subscription at Dublin Bus
2023-01-16,Utilities,194.63,Dinner at Bolt
2023-01-16,Insurance,110.37,Course Fee at Electric Ireland
2023-01-16,Miscellaneous,153.19,Order at Zara
2023-01-16,Dining Out,81.47,Renewal at Dublin Bus
2023-01-16,Shopping,106.47,Shoes at Electric Ireland
2023-01-16,Healthcare,53.92,Renewal at Just Eat
2023-01-16,Groceries,93.93,Bill at Uber
2023-01-16,Entertainment,30.41,Coffee at Electric Ireland
2023-01-16,Taxes,1774.29,Groceries at IKEA
2023-01-16,Rent,1796.22,Booking at Electric Ireland
2023-01-16,Groceries,62.15,Gadgets at Lidl
2023-01-16,Rent,1924.15,Transfer at Eir
2023-01-16,Taxes,452.92,Bill at McDonald's
2023-01-16,Healthcare,22.3,Fuel at Aldi
2023-01-16,Gifts,169.89,Shoes at Tesco
2023-01-16,Travel,574.63,Taxi at Tesco
2023-01-17,Rent,1339.0,Taxi at Tesco
2023-01-17,Gifts,66.99,Course Fee at Lidl
2023-01-17,Miscellaneous,131.15,Gadgets at Eir
2023-01-17,Miscellaneous,122.26,Gadgets at Eir
2023-01-17,Entertainment,51.54,Shoes at Aer Lingus
2023-01-17,Shopping,222.15,Snacks at Spotify
2023-01-17,Dining Out,14.7,Purchase at Apple
2023-01-17,Subscriptions,17.76,Order at Apple
2023-01-17,Dining Out,29.44,Transfer at Specsavers
2023-01-17,Taxes,1524.81,Gadgets at Ryanair
2023-01-17,Miscellaneous,117.85,Renewal at Subway
2023-01-17,Food,6.11,Course Fee at McDonald's
2023-01-17,Food,5.48,Membership at Zara
2023-01-17,Utilities,188.67,Groceries at Airbnb
2023-01-17,Dining Out,46.54,Ticket at Just Eat
2023-01-17,Dining Out,12.57,Taxi at Aer Lingus
2023-01-17,Food,22.09,Order at Decathlon
2023-01-17,Travel,125.24,Snacks at Irish Rail
2023-01-17,Healthcare,66.7,Membership at Bolt
2023-01-17,Miscellaneous,180.16,Renewal at Aer Lingus
2023-01-17,Insurance,240.28,Snacks at Steam
2023-01-17,Gifts,90.31,Payment at Spotify
2023-01-17,Food,9.49,Order at Electric Ireland
2023-01-17,Insurance,333.95,Clothes at Spotify
2023-01-17,Entertainment,60.9,Transfer at KFC
2023-01-17,Dining Out,48.2,Renewal at Uber
2023-01-17,Shopping,322.28,Top-up at Electric Ireland
2023-01-17,Fitness,35.01,Shoes at Aldi
2023-01-17,Gifts,43.62,Coffee at H&M
2023-01-17,Groceries,39.31,Taxi at SuperValu
2023-01-17,Education,543.48,Ticket at IKEA
2023-01-17,Subscriptions,20.72,Dinner at Electric Ireland
2023-01-17,Insurance,306.95,Bill at Irish Rail
2023-01-17,Shopping,317.94,Booking at Gym+Coffee
2023-01-17,Entertainment,32.21,Lunch at Airbnb
2023-01-17,Insurance,85.51,Clothes at Eir
2023-01-17,Insurance,342.69,Membership at Spotify
2023-01-17,Rent,819.6,Gadgets at Circle K
2023-01-17,Rent,1174.53,Subscription at Steam
2023-01-17,Transport,8.84,Shoes at Decathlon
2023-01-17,Entertainment,25.19,Renewal at Airbnb
2023-01-17,Dining Out,20.03,Clothes at Spotify
2023-01-17,Gifts,57.54,Membership at McDonald's
2023-01-17,Entertainment,21.39,Payment at Shell
2023-01-18,Fitness,149.32,Order at Tesco
2023-01-18,Shopping,11.24,Transfer at Specsavers
2023-01-18,Gifts,124.08,Order at Just Eat
2023-01-18,Taxes,619.35,Order at Decathlon
2023-01-18,Insurance,352.58,Clothes at Dublin Bus
2023-01-18,Insurance,93.33,Membership at Specsavers
2023-01-18,Dining Out,50.99,Coffee at Tesco
2023-01-18,Education,548.25,Payment at IKEA
2023-01-18,Entertainment,20.23,Booking at Zara
2023-01-18,Groceries,74.26,Booking at Gym+Coffee
2023-01-18,Miscellaneous,178.46,Taxi at Subway
2023-01-18,Fitness,101.65,Fuel at Aer Lingus
2023-01-18,Transport,19.78,Snacks at Boots
2023-01-18,Miscellaneous,82.41,Gadgets at Gym+Coffee
2023-01-18,Utilities,181.5,Subscription at Zara
2023-01-18,Utilities,236.92,Subscription at Three
2023-01-18,Insurance,254.98,Ticket at Tesco
2023-01-18,Food,22.11,Lunch at Dublin Bus
2023-01-18,Entertainment,25.48,Bill at Aldi
2023-01-18,Dining Out,26.32,Coffee at Irish Water
2023-01-18,Subscriptions,13.54,Order at Shell
2023-01-18,Healthcare,391.98,Clothes at KFC
2023-01-18,Healthcare,34.87,Coffee at KFC
2023-01-18,Healthcare,276.45,Groceries at Tesco
2023-01-18,Transport,23.39,Payment at Subway
2023-01-18,Education,535.84,Subscription at Dublin Bus
2023-01-18,Transport,9.05,Groceries at Airbnb
2023-01-18,Entertainment,56.06,Groceries at Ryanair
2023-01-18,Food,15.8,Payment at SSE Airtricity
2023-01-18,Subscriptions,14.25,Snacks at H&M
2023-01-18,Shopping,373.88,Clothes at Ryanair
2023-01-18,Shopping,292.53,Gadgets at Uber
2023-01-18,Gifts,92.17,Fuel at Airbnb
2023-01-18,Insurance,57.86,Groceries at H&M
2023-01-18,Fitness,73.29,Membership at Irish Rail
2023-01-18,Gifts,220.63,Shoes at Decathlon
2023-01-18,Gifts,215.99,Payment at Domino's
2023-01-18,Taxes,1749.14,Membership at Aldi
2023-01-18,Healthcare,153.66,Groceries at IKEA
2023-01-18,Insurance,358.99,Snacks at Specsavers
2023-01-18,Transport,20.98,Pharmacy at Lidl
2023-01-18,Food,50.78,Membership at Google
2023-01-18,Miscellaneous,134.23,Hardware at SSE Airtricity
2023-01-18,Taxes,1636.34,Coffee at Uber
2023-01-18,Education,451.8,Lunch at H&M
2023-01-18,Food,30.78,Gadgets at Apple
2023-01-18,Gifts,216.21,Gadgets at Starbucks
2023-01-18,Entertainment,27.04,Pharmacy at Just Eat
2023-01-18,Groceries,38.9,Ticket at KFC
2023-01-18,Education,486.48,Order at Aer Lingus
2023-01-18,Travel,233.79,Clothes at Aer Lingus
2023-01-18,Education,172.99,Workshop at Domino's
2023-01-18,Transport,10.2,Snacks at SuperValu
2023-01-19,Gifts,159.64,Course Fee at IKEA
2023-01-19,Food,7.02,Renewal at Shell
2023-01-19,Rent,995.15,Ticket at Airbnb
2023-01-19,Taxes,181.61,Groceries at IKEA
2023-01-19,Shopping,168.98,Pharmacy at Google
2023-01-19,Rent,2049.22,Hardware at Steam
2023-01-19,Healthcare,101.54,Fuel at Shell
2023-01-19,Education,481.5,Transfer at Uber
2023-01-19,Miscellaneous,35.9,Coffee at Dublin Bus
2023-01-19,Entertainment,23.83,Lunch at Boots
2023-01-19,Entertainment,53.55,Shoes at Netflix
2023-01-19,Miscellaneous,133.71,Clothes at Spotify
2023-01-19,Fitness,118.67,Dinner at Gym+Coffee
2023-01-19,Education,21.76,Coffee at SuperValu
2023-01-19,Fitness,60.45,Fuel at Netflix
2023-01-19,Travel,1001.87,Course Fee at Subway
2023-01-19,Groceries,23.06,Coffee at Gym+Coffee
2023-01-19,Dining Out,25.42,Shoes at Google
2023-01-19,Taxes,361.86,Ticket at Aldi
2023-01-19,Rent,882.22,Pharmacy at Irish Water
2023-01-19,Subscriptions,9.73,Order at Aldi
2023-01-19,Utilities,96.71,Transfer at Zara
2023-01-19,Miscellaneous,196.98,Top-up at Apple
2023-01-19,Utilities,182.16,Dinner at Decathlon
2023-01-19,Taxes,1558.17,Top-up at Bolt
2023-01-19,Travel,921.7,Bill at Domino's
2023-01-19,Travel,720.91,Top-up at Spotify
2023-01-19,Healthcare,238.99,Renewal at SSE Airtricity
2023-01-19,Shopping,94.11,Renewal at Gym+Coffee
2023-01-19,Healthcare,208.57,Membership at Bolt
2023-01-19,Transport,23.57,Renewal at Eir
2023-01-19,Travel,784.72,Subscription at KFC
2023-01-19,Subscriptions,12.33,Pharmacy at Electric Ireland
2023-01-19,Miscellaneous,138.32,Clothes at Steam
2023-01-19,Education,70.69,Taxi at Shell
2023-01-19,Shopping,412.72,Booking at Specsavers
2023-01-19,Subscriptions,22.29,Bill at McDonald's
2023-01-19,Education,518.55,Transfer at Zara
2023-01-19,Food,13.53,Membership at Subway
2023-01-19,Rent,2179.39,Snacks at Ryanair
2023-01-19,Taxes,1879.91,Shoes at Decathlon
2023-01-19,Dining Out,19.83,Payment at Steam
2023-01-19,Shopping,120.39,Ticket at Bolt
2023-01-19,Groceries,169.78,Course Fee at Uber
2023-01-20,Education,455.48,Bill at Eir
2023-01-20,Rent,1295.43,Ticket at Airbnb
2023-01-20,Healthcare,189.84,Shoes at Spotify
2023-01-20,Education,51.95,Lunch at Decathlon
2023-01-20,Fitness,111.22,Groceries at SSE Airtricity
2023-01-20,Subscriptions,40.02,Dinner at Google
2023-01-20,Transport,14.79,Subscription at Boots
2023-01-20,Entertainment,21.5,Bill at IKEA
2023-01-20,Rent,1923.21,Shoes at IKEA
2023-01-20,Education,435.75,Ticket at McDonald's
2023-01-20,Taxes,999.58,Groceries at Spotify
2023-01-20,Food,11.37,Coffee at Aer Lingus
2023-01-20,Transport,8.69,Membership at SuperValu
2023-01-20,Travel,375.64,Dinner at Just Eat
2023-01-20,Miscellaneous,64.51,Purchase at Irish Water
2023-01-20,Subscriptions,11.58,Fuel at Zara
2023-01-20,Taxes,1745.92,Order at Uber
2023-01-20,Shopping,282.01,Top-up at Uber
2023-01-20,Rent,830.34,Taxi at Amazon
2023-01-20,Dining Out,23.85,Clothes at Vodafone
2023-01-20,Rent,1123.23,Taxi at Gym+Coffee
2023-01-20,Insurance,173.59,Snacks at Bolt
2023-01-20,Dining Out,35.75,Lunch at Three
2023-01-20,Rent,661.41,Renewal at Three
2023-01-20,Food,21.29,Taxi at IKEA
2023-01-20,Taxes,898.75,Order at Zara
2023-01-20,Groceries,59.6,Shoes at H&M
2023-01-20,Subscriptions,5.65,Bill at Domino's
2023-01-20,Shopping,155.41,Course Fee at Subway
2023-01-20,Travel,127.58,Booking at Electric Ireland
2023-01-20,Groceries,85.64,Pharmacy at IKEA
2023-01-20,Subscriptions,7.2,Snacks at Lidl
2023-01-20,Travel,1081.06,Shoes at Circle K
2023-01-20,Food,19.79,Renewal at Shell
2023-01-20,Travel,427.41,Bill at SuperValu
2023-01-20,Insurance,242.58,Booking at Electric Ireland
2023-01-20,Fitness,36.51,Top-up at Irish Water
2023-01-20,Dining Out,20.19,Transfer at Bolt
2023-01-20,Shopping,237.62,Snacks at Domino's
2023-01-20,Healthcare,206.4,Pharmacy at Three
2023-01-20,Transport,13.12,Ticket at Vodafone
2023-01-20,Subscriptions,10.86,Snacks at Aldi
2023-01-20,Transport,16.04,Hardware at Bolt
2023-01-20,Shopping,370.93,Membership at Spotify
2023-01-20,Rent,1267.79,Shoes at Gym+Coffee
2023-01-20,Miscellaneous,149.39,Order at KFC
2023-01-20,Rent,613.08,Dinner at SuperValu
2023-01-20,Rent,1142.77,Taxi at Google
2023-01-21,Fitness,80.9,Order at Bolt
2023-01-21,Travel,68.47,Coffee at SSE Airtricity
2023-01-21,Utilities,128.88,Subscription at Eir
2023-01-21,Subscriptions,39.47,Snacks at Airbnb
2023-01-21,Taxes,1359.27,Membership at Shell
2023-01-21,Dining Out,43.83,Transfer at Irish Water
2023-01-21,Food,12.96,Shoes at McDonald's
2023-01-21,Healthcare,131.11,Clothes at SuperValu
2023-01-21,Entertainment,36.09,Pharmacy at Boots
2023-01-21,Miscellaneous,96.44,Fuel at Tesco
2023-01-21,Travel,780.2,Gadgets at Ryanair
2023-01-21,Utilities,58.94,Subscription at Irish Water
2023-01-21,Food,19.08,Fuel at Irish Rail
2023-01-21,Dining Out,27.01,Purchase at McDonald's
2023-01-21,Travel,277.98,Ticket at IKEA
